# Table of selected thermodynamics quantities
# The following notation is used in column titles:
#         x_e = electron ionization fraction
#      -kappa = optical depth
#      kappa' = Thomson scattering rate, prime denotes conformal time derivatives
#           g = kappa' e^-kappa = visibility function 
#          Tb = baryon temperature 
#         w_b = baryon equation of state parameter 
#       c_b^2 = baryon sound speed squared 
#       tau_d = baryon drag optical depth 
#    1:scale factor a         2:z                      3:conf. time [Mpc]       4:x_e                    5:kappa' [Mpc^-1]        6:exp(-kappa)            7:g [Mpc^-1]             8:Tb [K]                 9:dTb [K]               10:w_b                   11:c_b^2                 12:tau_d              
       1.079133973404e-04       9.265690000000e+03       4.612701981188e+01       1.163693896278e+00       3.888947127077e+01       0.000000000000e+00      2.225073858507e-308       2.525636308295e+04       2.725500062790e+00       3.928754518297e-09       5.238339414450e-09       1.000548864576e+04 
       1.079076041140e-04       9.266187500000e+03       4.612472308141e+01       1.163693896413e+00       3.889364709887e+01       0.000000000000e+00      2.225073858507e-308       2.525771901923e+04       2.725500062782e+00       3.928965441253e-09       5.238620645054e-09       1.000670804657e+04 
       1.079018115096e-04       9.266685000000e+03       4.612242658093e+01       1.163693896548e+00       3.889782315114e+01       0.000000000000e+00      2.225073858507e-308       2.525907495551e+04       2.725500062775e+00       3.929176364208e-09       5.238901875658e-09       1.000792752166e+04 
       1.078960195270e-04       9.267182500000e+03       4.612013031042e+01       1.163693896683e+00       3.890199942758e+01       0.000000000000e+00      2.225073858507e-308       2.526043089180e+04       2.725500062767e+00       3.929387287164e-09       5.239183106262e-09       1.000914707102e+04 
       1.078902281663e-04       9.267680000000e+03       4.611783426983e+01       1.163693896817e+00       3.890617592821e+01       0.000000000000e+00      2.225073858507e-308       2.526178682808e+04       2.725500062760e+00       3.929598210119e-09       5.239464336865e-09       1.001036669465e+04 
       1.078844374272e-04       9.268177500000e+03       4.611553845914e+01       1.163693896951e+00       3.891035265301e+01       0.000000000000e+00      2.225073858507e-308       2.526314276436e+04       2.725500062752e+00       3.929809133074e-09       5.239745567468e-09       1.001158639256e+04 
       1.078786473096e-04       9.268675000000e+03       4.611324287830e+01       1.163693897085e+00       3.891452960198e+01       0.000000000000e+00      2.225073858507e-308       2.526449870064e+04       2.725500062745e+00       3.930020056028e-09       5.240026798070e-09       1.001280616473e+04 
       1.078728578136e-04       9.269172500000e+03       4.611094752729e+01       1.163693897219e+00       3.891870677513e+01       0.000000000000e+00      2.225073858507e-308       2.526585463692e+04       2.725500062737e+00       3.930230978982e-09       5.240308028672e-09       1.001402601118e+04 
       1.078670689389e-04       9.269670000000e+03       4.610865240606e+01       1.163693897353e+00       3.892288417246e+01       0.000000000000e+00      2.225073858507e-308       2.526721057320e+04       2.725500062730e+00       3.930441901936e-09       5.240589259274e-09       1.001524593191e+04 
       1.078612806855e-04       9.270167500000e+03       4.610635751459e+01       1.163693897487e+00       3.892706179396e+01       0.000000000000e+00      2.225073858507e-308       2.526856650948e+04       2.725500062722e+00       3.930652824890e-09       5.240870489875e-09       1.001646592690e+04 
       1.078554930533e-04       9.270665000000e+03       4.610406285283e+01       1.163693897620e+00       3.893123963964e+01       0.000000000000e+00      2.225073858507e-308       2.526992244576e+04       2.725500062715e+00       3.930863747843e-09       5.241151720476e-09       1.001768599617e+04 
       1.078497060421e-04       9.271162500000e+03       4.610176842076e+01       1.163693897753e+00       3.893541770949e+01       0.000000000000e+00      2.225073858507e-308       2.527127838205e+04       2.725500062707e+00       3.931074670796e-09       5.241432951076e-09       1.001890613971e+04 
       1.078439196520e-04       9.271660000000e+03       4.609947421834e+01       1.163693897886e+00       3.893959600352e+01       0.000000000000e+00      2.225073858507e-308       2.527263431833e+04       2.725500062700e+00       3.931285593749e-09       5.241714181676e-09       1.002012635753e+04 
       1.078381338827e-04       9.272157500000e+03       4.609718024553e+01       1.163693898019e+00       3.894377452172e+01       0.000000000000e+00      2.225073858507e-308       2.527399025461e+04       2.725500062693e+00       3.931496516702e-09       5.241995412276e-09       1.002134664962e+04 
       1.078323487341e-04       9.272655000000e+03       4.609488650230e+01       1.163693898152e+00       3.894795326411e+01       0.000000000000e+00      2.225073858507e-308       2.527534619089e+04       2.725500062685e+00       3.931707439654e-09       5.242276642875e-09       1.002256701598e+04 
       1.078265642063e-04       9.273152500000e+03       4.609259298862e+01       1.163693898284e+00       3.895213223066e+01       0.000000000000e+00      2.225073858507e-308       2.527670212717e+04       2.725500062678e+00       3.931918362605e-09       5.242557873474e-09       1.002378745662e+04 
       1.078207802990e-04       9.273650000000e+03       4.609029970445e+01       1.163693898417e+00       3.895631142140e+01       0.000000000000e+00      2.225073858507e-308       2.527805806345e+04       2.725500062670e+00       3.932129285557e-09       5.242839104073e-09       1.002500797153e+04 
       1.078149970122e-04       9.274147500000e+03       4.608800664976e+01       1.163693898549e+00       3.896049083631e+01       0.000000000000e+00      2.225073858507e-308       2.527941399973e+04       2.725500062663e+00       3.932340208508e-09       5.243120334671e-09       1.002622856072e+04 
       1.078092143457e-04       9.274645000000e+03       4.608571382450e+01       1.163693898681e+00       3.896467047539e+01       0.000000000000e+00      2.225073858507e-308       2.528076993601e+04       2.725500062655e+00       3.932551131459e-09       5.243401565268e-09       1.002744922418e+04 
       1.078034322996e-04       9.275142500000e+03       4.608342122866e+01       1.163693898812e+00       3.896885033865e+01       0.000000000000e+00      2.225073858507e-308       2.528212587229e+04       2.725500062648e+00       3.932762054410e-09       5.243682795866e-09       1.002866996192e+04 
       1.077976508736e-04       9.275640000000e+03       4.608112886218e+01       1.163693898944e+00       3.897303042609e+01       0.000000000000e+00      2.225073858507e-308       2.528348180858e+04       2.725500062640e+00       3.932972977360e-09       5.243964026463e-09       1.002989077393e+04 
       1.077918700677e-04       9.276137500000e+03       4.607883672504e+01       1.163693899075e+00       3.897721073770e+01       0.000000000000e+00      2.225073858507e-308       2.528483774486e+04       2.725500062633e+00       3.933183900310e-09       5.244245257059e-09       1.003111166021e+04 
       1.077860898817e-04       9.276635000000e+03       4.607654481721e+01       1.163693899207e+00       3.898139127349e+01       0.000000000000e+00      2.225073858507e-308       2.528619368114e+04       2.725500062625e+00       3.933394823260e-09       5.244526487655e-09       1.003233262078e+04 
       1.077803103157e-04       9.277132500000e+03       4.607425313864e+01       1.163693899338e+00       3.898557203346e+01       0.000000000000e+00      2.225073858507e-308       2.528754961742e+04       2.725500062618e+00       3.933605746210e-09       5.244807718251e-09       1.003355365561e+04 
       1.077745313694e-04       9.277630000000e+03       4.607196168931e+01       1.163693899468e+00       3.898975301760e+01       0.000000000000e+00      2.225073858507e-308       2.528890555370e+04       2.725500062610e+00       3.933816669159e-09       5.245088948846e-09       1.003477476473e+04 
       1.077687530428e-04       9.278127500000e+03       4.606967046918e+01       1.163693899599e+00       3.899393422592e+01       0.000000000000e+00      2.225073858507e-308       2.529026148998e+04       2.725500062603e+00       3.934027592108e-09       5.245370179441e-09       1.003599594812e+04 
       1.077629753357e-04       9.278625000000e+03       4.606737947821e+01       1.163693899730e+00       3.899811565841e+01       0.000000000000e+00      2.225073858507e-308       2.529161742626e+04       2.725500062596e+00       3.934238515056e-09       5.245651410036e-09       1.003721720579e+04 
       1.077571982482e-04       9.279122500000e+03       4.606508871637e+01       1.163693899860e+00       3.900229731508e+01       0.000000000000e+00      2.225073858507e-308       2.529297336254e+04       2.725500062588e+00       3.934449438005e-09       5.245932640630e-09       1.003843853773e+04 
       1.077514217800e-04       9.279620000000e+03       4.606279818363e+01       1.163693899990e+00       3.900647919592e+01       0.000000000000e+00      2.225073858507e-308       2.529432929882e+04       2.725500062581e+00       3.934660360953e-09       5.246213871224e-09       1.003965994395e+04 
       1.077456459311e-04       9.280117500000e+03       4.606050787995e+01       1.163693900120e+00       3.901066130094e+01       0.000000000000e+00      2.225073858507e-308       2.529568523511e+04       2.725500062573e+00       3.934871283901e-09       5.246495101817e-09       1.004088142444e+04 
       1.077398707014e-04       9.280615000000e+03       4.605821780530e+01       1.163693900250e+00       3.901484363014e+01       0.000000000000e+00      2.225073858507e-308       2.529704117139e+04       2.725500062566e+00       3.935082206848e-09       5.246776332410e-09       1.004210297922e+04 
       1.077340960907e-04       9.281112500000e+03       4.605592795963e+01       1.163693900379e+00       3.901902618351e+01       0.000000000000e+00      2.225073858507e-308       2.529839710767e+04       2.725500062558e+00       3.935293129795e-09       5.247057563003e-09       1.004332460827e+04 
       1.077283220991e-04       9.281610000000e+03       4.605363834293e+01       1.163693900509e+00       3.902320896106e+01       0.000000000000e+00      2.225073858507e-308       2.529975304395e+04       2.725500062551e+00       3.935504052742e-09       5.247338793595e-09       1.004454631160e+04 
       1.077225487263e-04       9.282107500000e+03       4.605134895515e+01       1.163693900638e+00       3.902739196279e+01       0.000000000000e+00      2.225073858507e-308       2.530110898023e+04       2.725500062543e+00       3.935714975689e-09       5.247620024187e-09       1.004576808920e+04 
       1.077167759723e-04       9.282605000000e+03       4.604905979625e+01       1.163693900767e+00       3.903157518869e+01       0.000000000000e+00      2.225073858507e-308       2.530246491651e+04       2.725500062536e+00       3.935925898635e-09       5.247901254779e-09       1.004698994108e+04 
       1.077110038369e-04       9.283102500000e+03       4.604677086621e+01       1.163693900896e+00       3.903575863877e+01       0.000000000000e+00      2.225073858507e-308       2.530382085279e+04       2.725500062528e+00       3.936136821581e-09       5.248182485370e-09       1.004821186725e+04 
       1.077052323202e-04       9.283600000000e+03       4.604448216499e+01       1.163693901025e+00       3.903994231302e+01       0.000000000000e+00      2.225073858507e-308       2.530517678907e+04       2.725500062521e+00       3.936347744527e-09       5.248463715961e-09       1.004943386769e+04 
       1.076994614219e-04       9.284097500000e+03       4.604219369256e+01       1.163693901153e+00       3.904412621145e+01       0.000000000000e+00      2.225073858507e-308       2.530653272536e+04       2.725500062514e+00       3.936558667473e-09       5.248744946551e-09       1.005065594240e+04 
       1.076936911420e-04       9.284595000000e+03       4.603990544887e+01       1.163693901282e+00       3.904831033406e+01       0.000000000000e+00      2.225073858507e-308       2.530788866164e+04       2.725500062506e+00       3.936769590418e-09       5.249026177141e-09       1.005187809140e+04 
       1.076879214804e-04       9.285092500000e+03       4.603761743390e+01       1.163693901410e+00       3.905249468084e+01       0.000000000000e+00      2.225073858507e-308       2.530924459792e+04       2.725500062499e+00       3.936980513363e-09       5.249307407731e-09       1.005310031467e+04 
       1.076821524370e-04       9.285590000000e+03       4.603532964761e+01       1.163693901538e+00       3.905667925180e+01       0.000000000000e+00      2.225073858507e-308       2.531060053420e+04       2.725500062491e+00       3.937191436307e-09       5.249588638320e-09       1.005432261223e+04 
       1.076763840117e-04       9.286087500000e+03       4.603304208997e+01       1.163693901666e+00       3.906086404693e+01       0.000000000000e+00      2.225073858507e-308       2.531195647048e+04       2.725500062484e+00       3.937402359252e-09       5.249869868909e-09       1.005554498406e+04 
       1.076706162043e-04       9.286585000000e+03       4.603075476095e+01       1.163693901793e+00       3.906504906624e+01       0.000000000000e+00      2.225073858507e-308       2.531331240676e+04       2.725500062476e+00       3.937613282196e-09       5.250151099498e-09       1.005676743017e+04 
       1.076648490149e-04       9.287082500000e+03       4.602846766050e+01       1.163693901921e+00       3.906923430973e+01       0.000000000000e+00      2.225073858507e-308       2.531466834304e+04       2.725500062469e+00       3.937824205140e-09       5.250432330086e-09       1.005798995057e+04 
       1.076590824432e-04       9.287580000000e+03       4.602618078859e+01       1.163693902048e+00       3.907341977739e+01       0.000000000000e+00      2.225073858507e-308       2.531602427932e+04       2.725500062462e+00       3.938035128083e-09       5.250713560673e-09       1.005921254524e+04 
       1.076533164892e-04       9.288077500000e+03       4.602389414519e+01       1.163693902175e+00       3.907760546923e+01       0.000000000000e+00      2.225073858507e-308       2.531738021560e+04       2.725500062454e+00       3.938246051026e-09       5.250994791261e-09       1.006043521419e+04 
       1.076475511528e-04       9.288575000000e+03       4.602160773027e+01       1.163693902302e+00       3.908179138525e+01       0.000000000000e+00      2.225073858507e-308       2.531873615188e+04       2.725500062447e+00       3.938456973969e-09       5.251276021848e-09       1.006165795742e+04 
       1.076417864339e-04       9.289072500000e+03       4.601932154379e+01       1.163693902429e+00       3.908597752544e+01       0.000000000000e+00      2.225073858507e-308       2.532009208817e+04       2.725500062439e+00       3.938667896912e-09       5.251557252434e-09       1.006288077493e+04 
       1.076360223323e-04       9.289570000000e+03       4.601703558572e+01       1.163693902556e+00       3.909016388981e+01       0.000000000000e+00      2.225073858507e-308       2.532144802445e+04       2.725500062432e+00       3.938878819854e-09       5.251838483021e-09       1.006410366673e+04 
       1.076302588481e-04       9.290067500000e+03       4.601474985601e+01       1.163693902682e+00       3.909435047835e+01       0.000000000000e+00      2.225073858507e-308       2.532280396073e+04       2.725500062424e+00       3.939089742796e-09       5.252119713607e-09       1.006532663280e+04 
       1.076244959810e-04       9.290565000000e+03       4.601246435465e+01       1.163693902809e+00       3.909853729107e+01       0.000000000000e+00      2.225073858507e-308       2.532415989701e+04       2.725500062417e+00       3.939300665738e-09       5.252400944192e-09       1.006654967315e+04 
       1.076187337311e-04       9.291062500000e+03       4.601017908158e+01       1.163693902935e+00       3.910272432796e+01       0.000000000000e+00      2.225073858507e-308       2.532551583329e+04       2.725500062410e+00       3.939511588680e-09       5.252682174777e-09       1.006777278779e+04 
       1.076129720981e-04       9.291560000000e+03       4.600789403679e+01       1.163693903061e+00       3.910691158904e+01       0.000000000000e+00      2.225073858507e-308       2.532687176957e+04       2.725500062402e+00       3.939722511621e-09       5.252963405362e-09       1.006899597670e+04 
       1.076072110820e-04       9.292057500000e+03       4.600560922023e+01       1.163693903186e+00       3.911109907428e+01       0.000000000000e+00      2.225073858507e-308       2.532822770585e+04       2.725500062395e+00       3.939933434562e-09       5.253244635946e-09       1.007021923990e+04 
       1.076014506828e-04       9.292555000000e+03       4.600332463187e+01       1.163693903312e+00       3.911528678371e+01       0.000000000000e+00      2.225073858507e-308       2.532958364213e+04       2.725500062387e+00       3.940144357503e-09       5.253525866530e-09       1.007144257738e+04 
       1.075956909002e-04       9.293052500000e+03       4.600104027167e+01       1.163693903437e+00       3.911947471731e+01       0.000000000000e+00      2.225073858507e-308       2.533093957841e+04       2.725500062380e+00       3.940355280443e-09       5.253807097114e-09       1.007266598914e+04 
       1.075899317342e-04       9.293550000000e+03       4.599875613960e+01       1.163693903563e+00       3.912366287509e+01       0.000000000000e+00      2.225073858507e-308       2.533229551470e+04       2.725500062372e+00       3.940566203383e-09       5.254088327697e-09       1.007388947518e+04 
       1.075841731847e-04       9.294047500000e+03       4.599647223564e+01       1.163693903688e+00       3.912785125704e+01       0.000000000000e+00      2.225073858507e-308       2.533365145098e+04       2.725500062365e+00       3.940777126323e-09       5.254369558280e-09       1.007511303551e+04 
       1.075784152516e-04       9.294545000000e+03       4.599418855973e+01       1.163693903813e+00       3.913203986317e+01       0.000000000000e+00      2.225073858507e-308       2.533500738726e+04       2.725500062358e+00       3.940988049263e-09       5.254650788863e-09       1.007633667012e+04 
       1.075726579348e-04       9.295042500000e+03       4.599190511185e+01       1.163693903937e+00       3.913622869347e+01       0.000000000000e+00      2.225073858507e-308       2.533636332354e+04       2.725500062350e+00       3.941198972202e-09       5.254932019445e-09       1.007756037900e+04 
       1.075669012342e-04       9.295540000000e+03       4.598962189197e+01       1.163693904062e+00       3.914041774796e+01       0.000000000000e+00      2.225073858507e-308       2.533771925982e+04       2.725500062343e+00       3.941409895141e-09       5.255213250027e-09       1.007878416218e+04 
       1.075611451497e-04       9.296037500000e+03       4.598733890004e+01       1.163693904186e+00       3.914460702661e+01       0.000000000000e+00      2.225073858507e-308       2.533907519610e+04       2.725500062335e+00       3.941620818080e-09       5.255494480608e-09       1.008000801963e+04 
       1.075553896812e-04       9.296535000000e+03       4.598505613604e+01       1.163693904311e+00       3.914879652945e+01       0.000000000000e+00      2.225073858507e-308       2.534043113238e+04       2.725500062328e+00       3.941831741018e-09       5.255775711189e-09       1.008123195137e+04 
       1.075496348287e-04       9.297032500000e+03       4.598277359994e+01       1.163693904435e+00       3.915298625646e+01       0.000000000000e+00      2.225073858507e-308       2.534178706866e+04       2.725500062321e+00       3.942042663957e-09       5.256056941770e-09       1.008245595739e+04 
       1.075438805919e-04       9.297530000000e+03       4.598049129168e+01       1.163693904559e+00       3.915717620765e+01       0.000000000000e+00      2.225073858507e-308       2.534314300494e+04       2.725500062313e+00       3.942253586894e-09       5.256338172351e-09       1.008368003770e+04 
       1.075381269708e-04       9.298027500000e+03       4.597820921125e+01       1.163693904682e+00       3.916136638301e+01       0.000000000000e+00      2.225073858507e-308       2.534449894122e+04       2.725500062306e+00       3.942464509832e-09       5.256619402931e-09       1.008490419229e+04 
       1.075323739653e-04       9.298525000000e+03       4.597592735861e+01       1.163693904806e+00       3.916555678255e+01       0.000000000000e+00      2.225073858507e-308       2.534585487751e+04       2.725500062298e+00       3.942675432770e-09       5.256900633510e-09       1.008612842116e+04 
       1.075266215754e-04       9.299022500000e+03       4.597364573372e+01       1.163693904929e+00       3.916974740627e+01       0.000000000000e+00      2.225073858507e-308       2.534721081379e+04       2.725500062291e+00       3.942886355707e-09       5.257181864089e-09       1.008735272432e+04 
       1.075208698008e-04       9.299520000000e+03       4.597136433655e+01       1.163693905052e+00       3.917393825416e+01       0.000000000000e+00      2.225073858507e-308       2.534856675007e+04       2.725500062284e+00       3.943097278644e-09       5.257463094668e-09       1.008857710176e+04 
       1.075151186416e-04       9.300017500000e+03       4.596908316706e+01       1.163693905176e+00       3.917812932623e+01       0.000000000000e+00      2.225073858507e-308       2.534992268635e+04       2.725500062276e+00       3.943308201580e-09       5.257744325247e-09       1.008980155348e+04 
       1.075093680976e-04       9.300515000000e+03       4.596680222523e+01       1.163693905298e+00       3.918232062247e+01       0.000000000000e+00      2.225073858507e-308       2.535127862263e+04       2.725500062269e+00       3.943519124516e-09       5.258025555825e-09       1.009102607949e+04 
       1.075036181686e-04       9.301012500000e+03       4.596452151101e+01       1.163693905421e+00       3.918651214289e+01       0.000000000000e+00      2.225073858507e-308       2.535263455891e+04       2.725500062261e+00       3.943730047452e-09       5.258306786403e-09       1.009225067979e+04 
       1.074978688547e-04       9.301510000000e+03       4.596224102438e+01       1.163693905544e+00       3.919070388749e+01       0.000000000000e+00      2.225073858507e-308       2.535399049519e+04       2.725500062254e+00       3.943940970388e-09       5.258588016980e-09       1.009347535437e+04 
       1.074921201558e-04       9.302007500000e+03       4.595996076529e+01       1.163693905666e+00       3.919489585626e+01       0.000000000000e+00      2.225073858507e-308       2.535534643147e+04       2.725500062247e+00       3.944151893324e-09       5.258869247557e-09       1.009470010323e+04 
       1.074863720716e-04       9.302505000000e+03       4.595768073372e+01       1.163693905788e+00       3.919908804921e+01       0.000000000000e+00      2.225073858507e-308       2.535670236775e+04       2.725500062239e+00       3.944362816259e-09       5.259150478134e-09       1.009592492638e+04 
       1.074806246022e-04       9.303002500000e+03       4.595540092962e+01       1.163693905910e+00       3.920328046634e+01       0.000000000000e+00      2.225073858507e-308       2.535805830403e+04       2.725500062232e+00       3.944573739194e-09       5.259431708711e-09       1.009714982382e+04 
       1.074748777473e-04       9.303500000000e+03       4.595312135297e+01       1.163693906032e+00       3.920747310764e+01       0.000000000000e+00      2.225073858507e-308       2.535941424032e+04       2.725500062224e+00       3.944784662129e-09       5.259712939287e-09       1.009837479554e+04 
       1.074691315070e-04       9.303997500000e+03       4.595084200374e+01       1.163693906154e+00       3.921166597312e+01       0.000000000000e+00      2.225073858507e-308       2.536077017660e+04       2.725500062217e+00       3.944995585063e-09       5.259994169862e-09       1.009959984155e+04 
       1.074633858811e-04       9.304495000000e+03       4.594856288188e+01       1.163693906276e+00       3.921585906278e+01       0.000000000000e+00      2.225073858507e-308       2.536212611288e+04       2.725500062210e+00       3.945206507997e-09       5.260275400438e-09       1.010082496184e+04 
       1.074576408696e-04       9.304992500000e+03       4.594628398736e+01       1.163693906397e+00       3.922005237661e+01       0.000000000000e+00      2.225073858507e-308       2.536348204916e+04       2.725500062202e+00       3.945417430931e-09       5.260556631013e-09       1.010205015642e+04 
       1.074518964722e-04       9.305490000000e+03       4.594400532015e+01       1.163693906518e+00       3.922424591462e+01       0.000000000000e+00      2.225073858507e-308       2.536483798544e+04       2.725500062195e+00       3.945628353865e-09       5.260837861587e-09       1.010327542529e+04 
       1.074461526890e-04       9.305987500000e+03       4.594172688022e+01       1.163693906639e+00       3.922843967680e+01       0.000000000000e+00      2.225073858507e-308       2.536619392172e+04       2.725500062188e+00       3.945839276798e-09       5.261119092161e-09       1.010450076844e+04 
       1.074404095199e-04       9.306485000000e+03       4.593944866752e+01       1.163693906760e+00       3.923263366316e+01       0.000000000000e+00      2.225073858507e-308       2.536754985800e+04       2.725500062180e+00       3.946050199731e-09       5.261400322735e-09       1.010572618588e+04 
       1.074346669646e-04       9.306982500000e+03       4.593717068203e+01       1.163693906881e+00       3.923682787370e+01       0.000000000000e+00      2.225073858507e-308       2.536890579428e+04       2.725500062173e+00       3.946261122664e-09       5.261681553309e-09       1.010695167761e+04 
       1.074289250232e-04       9.307480000000e+03       4.593489292371e+01       1.163693907001e+00       3.924102230841e+01       0.000000000000e+00      2.225073858507e-308       2.537026173056e+04       2.725500062165e+00       3.946472045596e-09       5.261962783882e-09       1.010817724362e+04 
       1.074231836955e-04       9.307977500000e+03       4.593261539254e+01       1.163693907122e+00       3.924521696730e+01       0.000000000000e+00      2.225073858507e-308       2.537161766684e+04       2.725500062158e+00       3.946682968529e-09       5.262244014455e-09       1.010940288392e+04 
       1.074174429815e-04       9.308475000000e+03       4.593033808846e+01       1.163693907242e+00       3.924941185037e+01       0.000000000000e+00      2.225073858507e-308       2.537297360312e+04       2.725500062151e+00       3.946893891461e-09       5.262525245027e-09       1.011062859851e+04 
       1.074117028810e-04       9.308972500000e+03       4.592806101145e+01       1.163693907362e+00       3.925360695761e+01       0.000000000000e+00      2.225073858507e-308       2.537432953941e+04       2.725500062143e+00       3.947104814393e-09       5.262806475599e-09       1.011185438739e+04 
       1.074059633939e-04       9.309470000000e+03       4.592578416148e+01       1.163693907482e+00       3.925780228903e+01       0.000000000000e+00      2.225073858507e-308       2.537568547569e+04       2.725500062136e+00       3.947315737324e-09       5.263087706171e-09       1.011308025055e+04 
       1.074002245202e-04       9.309967500000e+03       4.592350753851e+01       1.163693907602e+00       3.926199784463e+01       0.000000000000e+00      2.225073858507e-308       2.537704141197e+04       2.725500062129e+00       3.947526660255e-09       5.263368936742e-09       1.011430618801e+04 
       1.073944862597e-04       9.310465000000e+03       4.592123114251e+01       1.163693907721e+00       3.926619362440e+01       0.000000000000e+00      2.225073858507e-308       2.537839734825e+04       2.725500062121e+00       3.947737583186e-09       5.263650167314e-09       1.011553219975e+04 
       1.073887486123e-04       9.310962500000e+03       4.591895497344e+01       1.163693907841e+00       3.927038962835e+01       0.000000000000e+00      2.225073858507e-308       2.537975328453e+04       2.725500062114e+00       3.947948506117e-09       5.263931397884e-09       1.011675828578e+04 
       1.073830115780e-04       9.311460000000e+03       4.591667903127e+01       1.163693907960e+00       3.927458585647e+01       0.000000000000e+00      2.225073858507e-308       2.538110922081e+04       2.725500062106e+00       3.948159429047e-09       5.264212628455e-09       1.011798444610e+04 
       1.073772751567e-04       9.311957500000e+03       4.591440331596e+01       1.163693908079e+00       3.927878230878e+01       0.000000000000e+00      2.225073858507e-308       2.538246515709e+04       2.725500062099e+00       3.948370351978e-09       5.264493859025e-09       1.011921068070e+04 
       1.073715393482e-04       9.312455000000e+03       4.591212782749e+01       1.163693908198e+00       3.928297898525e+01       0.000000000000e+00      2.225073858507e-308       2.538382109337e+04       2.725500062092e+00       3.948581274907e-09       5.264775089594e-09       1.012043698960e+04 
       1.073658041524e-04       9.312952500000e+03       4.590985256581e+01       1.163693908317e+00       3.928717588591e+01       0.000000000000e+00      2.225073858507e-308       2.538517702965e+04       2.725500062084e+00       3.948792197837e-09       5.265056320164e-09       1.012166337279e+04 
       1.073600695693e-04       9.313450000000e+03       4.590757753089e+01       1.163693908435e+00       3.929137301074e+01       0.000000000000e+00      2.225073858507e-308       2.538653296593e+04       2.725500062077e+00       3.949003120766e-09       5.265337550732e-09       1.012288983026e+04 
       1.073543355988e-04       9.313947500000e+03       4.590530272270e+01       1.163693908554e+00       3.929557035975e+01       0.000000000000e+00      2.225073858507e-308       2.538788890221e+04       2.725500062070e+00       3.949214043696e-09       5.265618781301e-09       1.012411636203e+04 
       1.073486022407e-04       9.314445000000e+03       4.590302814121e+01       1.163693908672e+00       3.929976793293e+01       0.000000000000e+00      2.225073858507e-308       2.538924483850e+04       2.725500062062e+00       3.949424966624e-09       5.265900011869e-09       1.012534296808e+04 
       1.073428694950e-04       9.314942500000e+03       4.590075378638e+01       1.163693908790e+00       3.930396573029e+01       0.000000000000e+00      2.225073858507e-308       2.539060077478e+04       2.725500062055e+00       3.949635889553e-09       5.266181242437e-09       1.012656964843e+04 
       1.073371373615e-04       9.315440000000e+03       4.589847965817e+01       1.163693908908e+00       3.930816375183e+01       0.000000000000e+00      2.225073858507e-308       2.539195671106e+04       2.725500062048e+00       3.949846812481e-09       5.266462473005e-09       1.012779640306e+04 
       1.073314058402e-04       9.315937500000e+03       4.589620575655e+01       1.163693909026e+00       3.931236199754e+01       0.000000000000e+00      2.225073858507e-308       2.539331264734e+04       2.725500062040e+00       3.950057735409e-09       5.266743703572e-09       1.012902323199e+04 
       1.073256749309e-04       9.316435000000e+03       4.589393208150e+01       1.163693909144e+00       3.931656046743e+01       0.000000000000e+00      2.225073858507e-308       2.539466858362e+04       2.725500062033e+00       3.950268658337e-09       5.267024934139e-09       1.013025013521e+04 
       1.073199446336e-04       9.316932500000e+03       4.589165863296e+01       1.163693909261e+00       3.932075916150e+01       0.000000000000e+00      2.225073858507e-308       2.539602451990e+04       2.725500062025e+00       3.950479581265e-09       5.267306164705e-09       1.013147711272e+04 
       1.073142149482e-04       9.317430000000e+03       4.588938541092e+01       1.163693909379e+00       3.932495807974e+01       0.000000000000e+00      2.225073858507e-308       2.539738045618e+04       2.725500062018e+00       3.950690504192e-09       5.267587395272e-09       1.013270416451e+04 
       1.073084858746e-04       9.317927500000e+03       4.588711241533e+01       1.163693909496e+00       3.932915722216e+01       0.000000000000e+00      2.225073858507e-308       2.539873639246e+04       2.725500062011e+00       3.950901427119e-09       5.267868625837e-09       1.013393129060e+04 
       1.073027574126e-04       9.318425000000e+03       4.588483964617e+01       1.163693909613e+00       3.933335658876e+01       0.000000000000e+00      2.225073858507e-308       2.540009232874e+04       2.725500062003e+00       3.951112350046e-09       5.268149856403e-09       1.013515849098e+04 
       1.072970295622e-04       9.318922500000e+03       4.588256710339e+01       1.163693909730e+00       3.933755617953e+01       0.000000000000e+00      2.225073858507e-308       2.540144826502e+04       2.725500061996e+00       3.951323272972e-09       5.268431086968e-09       1.013638576566e+04 
       1.072913023233e-04       9.319420000000e+03       4.588029478697e+01       1.163693909846e+00       3.934175599448e+01       0.000000000000e+00      2.225073858507e-308       2.540280420130e+04       2.725500061989e+00       3.951534195899e-09       5.268712317533e-09       1.013761311462e+04 
       1.072855756957e-04       9.319917500000e+03       4.587802269687e+01       1.163693909963e+00       3.934595603361e+01       0.000000000000e+00      2.225073858507e-308       2.540416013758e+04       2.725500061981e+00       3.951745118825e-09       5.268993548097e-09       1.013884053788e+04 
       1.072798496795e-04       9.320415000000e+03       4.587575083305e+01       1.163693910079e+00       3.935015629691e+01       0.000000000000e+00      2.225073858507e-308       2.540551607387e+04       2.725500061974e+00       3.951956041750e-09       5.269274778661e-09       1.014006803543e+04 
       1.072741242744e-04       9.320912500000e+03       4.587347919549e+01       1.163693910195e+00       3.935435678439e+01       0.000000000000e+00      2.225073858507e-308       2.540687201015e+04       2.725500061967e+00       3.952166964676e-09       5.269556009225e-09       1.014129560727e+04 
