#scalar perturbations for mode k = 1.000000000000e+00 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_cdm             14:theta_cdm             15:delta_ncdm[0]         16:theta_ncdm[0]         17:shear_ncdm[0]         18:cs2_ncdm[0]        
       1.291290151969e+00       2.791428745326e-06      -1.818860667883e+00       3.605318377273e-01       2.205430746522e-06       5.513576866305e-06       1.897289979260e-11       1.102715373261e-06      -1.364145502140e+00       3.605318433473e-01       6.302116109077e-01       6.302165074781e-01      -1.382927498085e+00       4.179553082716e-01      -5.215973812651e-01      -5.759270802709e-02       1.528379771485e-07       3.333332670645e-01 
       1.291290432753e+00       2.791429353743e-06      -1.818860864736e+00       3.605318869826e-01       2.205432009198e-06       5.513580022996e-06       1.897291892580e-11       1.102716004599e-06      -1.364145649779e+00       3.605318926026e-01       6.302115573786e-01       6.302164920088e-01      -1.382927661848e+00       4.179553940141e-01      -5.215975935889e-01      -5.759274464116e-02       1.788596711954e-07       3.333332670645e-01 
       1.291290713537e+00       2.791429962161e-06      -1.818861061589e+00       3.605319362378e-01       2.205433271875e-06       5.513583179687e-06       1.897293805902e-11       1.102716635937e-06      -1.364145797419e+00       3.605319418578e-01       6.302115040764e-01       6.302164765394e-01      -1.382927825611e+00       4.179554797565e-01      -5.215978059126e-01      -5.759278125525e-02       2.047262422838e-07       3.333332670644e-01 
       1.291290994320e+00       2.791430570578e-06      -1.818861258442e+00       3.605319854930e-01       2.205434534552e-06       5.513586336379e-06       1.897295719225e-11       1.102717267276e-06      -1.364145945058e+00       3.605319911130e-01       6.302114509998e-01       6.302164610701e-01      -1.382927989374e+00       4.179555654990e-01      -5.215980182364e-01      -5.759281786936e-02       2.304386678110e-07       3.333332670644e-01 
       1.291291891661e+00       2.791432514986e-06      -1.818861887552e+00       3.605321429048e-01       2.205438569871e-06       5.513596424677e-06       1.897301833916e-11       1.102719284935e-06      -1.364146416891e+00       3.605321485248e-01       6.302112828704e-01       6.302164116325e-01      -1.382928512736e+00       4.179558395183e-01      -5.215986967904e-01      -5.759293488248e-02       3.115893017346e-07       3.333332670643e-01 
       1.291292789002e+00       2.791434459393e-06      -1.818862516663e+00       3.605323003162e-01       2.205442605193e-06       5.513606512982e-06       1.897307948620e-11       1.102721302596e-06      -1.364146888724e+00       3.605323059363e-01       6.302111169839e-01       6.302163621949e-01      -1.382929036097e+00       4.179561135375e-01      -5.215993753446e-01      -5.759305189582e-02       3.912067046116e-07       3.333332670642e-01 
       1.291293686343e+00       2.791436403800e-06      -1.818863145774e+00       3.605324577274e-01       2.205446640517e-06       5.513616601293e-06       1.897314063338e-11       1.102723320259e-06      -1.364147360557e+00       3.605324633475e-01       6.302109532955e-01       6.302163127574e-01      -1.382929559459e+00       4.179563875566e-01      -5.216000538992e-01      -5.759316890938e-02       4.693214750495e-07       3.333332670641e-01 
       1.291294583684e+00       2.791438348207e-06      -1.818863774884e+00       3.605326151382e-01       2.205450675844e-06       5.513626689611e-06       1.897320178070e-11       1.102725337922e-06      -1.364147832390e+00       3.605326207584e-01       6.302107917614e-01       6.302162633200e-01      -1.382930082821e+00       4.179566615755e-01      -5.216007324542e-01      -5.759328592317e-02       5.459635708793e-07       3.333332670640e-01 
       1.291295481025e+00       2.791440292615e-06      -1.818864403995e+00       3.605327725488e-01       2.205454711174e-06       5.513636777935e-06       1.897326292815e-11       1.102727355587e-06      -1.364148304223e+00       3.605327781690e-01       6.302106323387e-01       6.302162138826e-01      -1.382930606183e+00       4.179569355943e-01      -5.216014110095e-01      -5.759340293718e-02       6.211623234886e-07       3.333332670639e-01 
       1.291296378366e+00       2.791442237022e-06      -1.818865033106e+00       3.605329299591e-01       2.205458746507e-06       5.513646866266e-06       1.897332407575e-11       1.102729373253e-06      -1.364148776056e+00       3.605329355793e-01       6.302104749853e-01       6.302161644452e-01      -1.382931129545e+00       4.179572096130e-01      -5.216020895651e-01      -5.759351995140e-02       6.949464511569e-07       3.333332670639e-01 
       1.291297809958e+00       2.791445339074e-06      -1.818866036771e+00       3.605331810865e-01       2.205465184367e-06       5.513662960917e-06       1.897342162916e-11       1.102732592183e-06      -1.364149528805e+00       3.605331867067e-01       6.302102281306e-01       6.302160855743e-01      -1.382931964502e+00       4.179576467743e-01      -5.216031721142e-01      -5.759370663302e-02       8.098004078993e-07       3.333332670637e-01 
       1.291299241551e+00       2.791448441126e-06      -1.818867040436e+00       3.605334322131e-01       2.205471622234e-06       5.513679055585e-06       1.897351918293e-11       1.102735811117e-06      -1.364150281554e+00       3.605334378333e-01       6.302099862759e-01       6.302160067036e-01      -1.382932799460e+00       4.179580839353e-01      -5.216042546641e-01      -5.759389331518e-02       9.212363229673e-07       3.333332670636e-01 
       1.291300673143e+00       2.791451543178e-06      -1.818868044101e+00       3.605336833390e-01       2.205478060108e-06       5.513695150270e-06       1.897361673706e-11       1.102739030054e-06      -1.364151034303e+00       3.605336889593e-01       6.302097492641e-01       6.302159278329e-01      -1.382933634418e+00       4.179585210960e-01      -5.216053372150e-01      -5.759407999788e-02       1.029361629676e-06       3.333332670634e-01 
       1.291302104735e+00       2.791454645230e-06      -1.818869047767e+00       3.605339344643e-01       2.205484497990e-06       5.513711244974e-06       1.897371429154e-11       1.102742248995e-06      -1.364151787052e+00       3.605339400846e-01       6.302095169430e-01       6.302158489624e-01      -1.382934469376e+00       4.179589582564e-01      -5.216064197667e-01      -5.759426668113e-02       1.134280217241e-06       3.333332670633e-01 
       1.291303536327e+00       2.791457747282e-06      -1.818870051432e+00       3.605341855888e-01       2.205490935878e-06       5.513727339695e-06       1.897381184637e-11       1.102745467939e-06      -1.364152539801e+00       3.605341912091e-01       6.302092891659e-01       6.302157700919e-01      -1.382935304334e+00       4.179593954164e-01      -5.216075023192e-01      -5.759445336491e-02       1.236092552016e-06       3.333332670631e-01 
       1.291304967919e+00       2.791460849334e-06      -1.818871055098e+00       3.605344367127e-01       2.205497373774e-06       5.513743434435e-06       1.897390940156e-11       1.102748686887e-06      -1.364153292551e+00       3.605344423330e-01       6.302090657905e-01       6.302156912215e-01      -1.382936139293e+00       4.179598325762e-01      -5.216085848727e-01      -5.759464004922e-02       1.334895795304e-06       3.333332670630e-01 
       1.291306399512e+00       2.791463951386e-06      -1.818872058764e+00       3.605346878359e-01       2.205503811677e-06       5.513759529193e-06       1.897400695711e-11       1.102751905839e-06      -1.364154045300e+00       3.605346934563e-01       6.302088466793e-01       6.302156123512e-01      -1.382936974252e+00       4.179602697357e-01      -5.216096674271e-01      -5.759482673406e-02       1.430783917349e-06       3.333332670628e-01 
       1.291309019947e+00       2.791469629489e-06      -1.818873895909e+00       3.605351474987e-01       2.205515595857e-06       5.513788989641e-06       1.897418552707e-11       1.102757797928e-06      -1.364155423159e+00       3.605351531191e-01       6.302084562202e-01       6.302154679844e-01      -1.382938502592e+00       4.179610699267e-01      -5.216116489741e-01      -5.759516844978e-02       1.599047893195e-06       3.333332670626e-01 
       1.291311640383e+00       2.791475307592e-06      -1.818875733055e+00       3.605356071594e-01       2.205527380061e-06       5.513818450152e-06       1.897436409823e-11       1.102763690030e-06      -1.364156801018e+00       3.605356127798e-01       6.302080788277e-01       6.302153236179e-01      -1.382940030933e+00       4.179618701169e-01      -5.216136305241e-01      -5.759551016722e-02       1.758379281773e-06       3.333332670623e-01 
       1.291314260819e+00       2.791480985696e-06      -1.818877570202e+00       3.605360668178e-01       2.205539164291e-06       5.513847910727e-06       1.897454267059e-11       1.102769582145e-06      -1.364158178878e+00       3.605360724383e-01       6.302077137695e-01       6.302151792515e-01      -1.382941559275e+00       4.179626703061e-01      -5.216156120771e-01      -5.759585188637e-02       1.909278666275e-06       3.333332670620e-01 
       1.291316881255e+00       2.791486663799e-06      -1.818879407349e+00       3.605365264741e-01       2.205550948547e-06       5.513877371367e-06       1.897472124416e-11       1.102775474273e-06      -1.364159556739e+00       3.605365320947e-01       6.302073603562e-01       6.302150348854e-01      -1.382943087619e+00       4.179634704945e-01      -5.216175936330e-01      -5.759619360720e-02       2.052217199536e-06       3.333332670617e-01 
       1.291319501690e+00       2.791492341902e-06      -1.818881244498e+00       3.605369861283e-01       2.205562732829e-06       5.513906832072e-06       1.897489981894e-11       1.102781366414e-06      -1.364160934601e+00       3.605369917490e-01       6.302070179391e-01       6.302148905193e-01      -1.382944615964e+00       4.179642706821e-01      -5.216195751918e-01      -5.759653532969e-02       2.187638401113e-06       3.333332670615e-01 
       1.291322122126e+00       2.791498020005e-06      -1.818883081648e+00       3.605374457804e-01       2.205574517137e-06       5.513936292844e-06       1.897507839492e-11       1.102787258569e-06      -1.364162312463e+00       3.605374514011e-01       6.302066859073e-01       6.302147461535e-01      -1.382946144311e+00       4.179650708689e-01      -5.216215567536e-01      -5.759687705382e-02       2.315959847143e-06       3.333332670612e-01 
       1.291324742562e+00       2.791503698109e-06      -1.818884918799e+00       3.605379054305e-01       2.205586301473e-06       5.513965753682e-06       1.897525697212e-11       1.102793150736e-06      -1.364163690326e+00       3.605379110513e-01       6.302063636855e-01       6.302146017877e-01      -1.382947672660e+00       4.179658710550e-01      -5.216235383184e-01      -5.759721877958e-02       2.437574758584e-06       3.333332670609e-01 
       1.291328171859e+00       2.791511128897e-06      -1.818887323033e+00       3.605385069597e-01       2.205601723372e-06       5.514004308429e-06       1.897549067337e-11       1.102800861686e-06      -1.364165493502e+00       3.605385125805e-01       6.302059559232e-01       6.302144128600e-01      -1.382949672774e+00       4.179669182369e-01      -5.216261315459e-01      -5.759766598978e-02       2.587212076233e-06       3.333332670606e-01 
       1.291331601156e+00       2.791518559686e-06      -1.818889727269e+00       3.605391084855e-01       2.205617145318e-06       5.514042863294e-06       1.897572437671e-11       1.102808572659e-06      -1.364167296679e+00       3.605391141064e-01       6.302055629034e-01       6.302142239324e-01      -1.382951672892e+00       4.179679654176e-01      -5.216287247786e-01      -5.759811320269e-02       2.726770655444e-06       3.333332670602e-01 
       1.291335030453e+00       2.791525990475e-06      -1.818892131509e+00       3.605397100079e-01       2.205632567311e-06       5.514081418277e-06       1.897595808214e-11       1.102816283655e-06      -1.364169099859e+00       3.605397156289e-01       6.302051835774e-01       6.302140350049e-01      -1.382953673013e+00       4.179690125971e-01      -5.216313180162e-01      -5.759856041829e-02       2.856967442523e-06       3.333332670599e-01 
       1.291338459751e+00       2.791533421264e-06      -1.818894535750e+00       3.605403115270e-01       2.205647989352e-06       5.514119973379e-06       1.897619178965e-11       1.102823994676e-06      -1.364170903040e+00       3.605403171481e-01       6.302048169748e-01       6.302138460774e-01      -1.382955673137e+00       4.179700597755e-01      -5.216339112590e-01      -5.759900763654e-02       2.978465849861e-06       3.333332670595e-01 
       1.291341889048e+00       2.791540852054e-06      -1.818896939995e+00       3.605409130428e-01       2.205663411441e-06       5.514158528602e-06       1.897642549927e-11       1.102831705720e-06      -1.364172706223e+00       3.605409186640e-01       6.302044621972e-01       6.302136571500e-01      -1.382957673264e+00       4.179711069528e-01      -5.216365045068e-01      -5.759945485742e-02       3.091879909141e-06       3.333332670592e-01 
       1.291345318345e+00       2.791548282843e-06      -1.818899344242e+00       3.605415145554e-01       2.205678833579e-06       5.514197083946e-06       1.897665921099e-11       1.102839416789e-06      -1.364174509409e+00       3.605415201766e-01       6.302041184130e-01       6.302134682225e-01      -1.382959673396e+00       4.179721541291e-01      -5.216390977596e-01      -5.759990208090e-02       3.197778109273e-06       3.333332670588e-01 
